bench_name,bench_throughput,language,alm,bram,dsp
map,1,verilog,10,0,0
map,1,vhdl,19,0,0
map,2,verilog,18,0,0
map,2,vhdl,26,0,0
map,4,verilog,34,0,0
map,4,vhdl,41,0,0
map,5,verilog,42,0,0
map,5,vhdl,49,0,0
map,8,verilog,66,0,0
map,8,vhdl,73,0,0
map,10,verilog,82,0,0
map,10,vhdl,89,0,0
map,20,verilog,162,0,0
map,20,vhdl,167,0,0
map,40,verilog,,,
map,40,vhdl,,,
map,200,verilog,,,
map,200,vhdl,,,
